page_number,url,title,article
34,https://www.cars.com/articles/recall-alert-2014-2015-mitsubishi-mirage-1420682994071/,Recall Alert: 2014-2015 Mitsubishi Mirage,"
CARS.COM

Vehicles Affected: Approximately 25,000 model-year 2014-15 Mitsubishi Mirage hatchbacks manufactured between Aug. 7, 2013, and Sept. 2, 2015, and originally sold or ever registered in Connecticut, Delaware, Illinois, Indiana, Iowa, Kentucky, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, Virginia, West Virginia, Wisconsin and the District of Columbia

The Problem: If a driver enters the vehicle with his or her boots covered with snow mixed with road salt, the melting snow may soak through the carpet and cause corrosion to a wiring connector located in a junction box behind a kick panel to the left of the driver's footrest. In a crash, corrosion of the connector could delay deployment of the frontal airbags, increasing the risk of an injury to the driver and front-seat passenger.

The Fix: Dealers will inspect the affected connectors and replace any found to be corroded, and install a waterproof sheet over the connectors to prevent future corrosion. All work will be done for free.

What Owners Should Do: Mitsubishi has not yet announced an owner-notification schedule. Owners can call the automaker at 888-648-7820, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
34,https://www.cars.com/articles/bmw-fined-up-to-40-million-for-2014-2015-mini-hardtop-cooper-recall-1420682994629/,BMW Fined Up to $40 Million for 2014-2015 Mini Hardtop Cooper Recall,"
	NHTSA says the Mini Hardtop Cooper failed an October 2014 side-impact crash test to determine whether it met minimum crashworthiness standards. BMW Group, which owns Mini, told regulators that the Cooper had an incorrect weight rating and would pass a test conducted at the proper rating. The automaker agreed to correct the rating on the Cooper's doorjamb sticker and issue a voluntary service campaign to improve side-impact protection.

	Nine months later, NHTSA retested a Cooper with the upgraded side-impact protection at the correct weight rating, but the car still failed. According to NHTSA, BMW hadn't launched the service campaign that it said it would. The agency says BMW has been late to notify owners and dealers of recalls multiple times since 2012, and has filed late recall-completion reports.

	NHTSA says BMW violated the Motor Vehicle Safety Act, which gives an automaker five days to issue a recall after it discovers a safety defect. The agency says it will require BMW to take steps to address practices that led to the misconduct, as well as submit to additional oversight and create a plan to deter BMW dealers from selling cars with unrepaired recalls. (NHTSA says that during its investigation, it was able to purchase a BMW with an unrepaired recall.) The automaker can avoid half the penalty if it complies with a consent order and avoids committing other safety violations.
"
34,https://www.cars.com/articles/recall-alert-2003-2005-ford-crown-victoria-mercury-grand-marquis-1420683006156/,"Recall Alert: 2003-2005 Ford Crown Victoria, Mercury Grand Marquis","
CARS.COM

Vehicles Affected: Approximately 300,000 model-year 2003-05 Ford Crown Victoria and Mercury Grand Marquis sedans manufactured between Oct. 3, 2001, and Aug. 2, 2005, at Ford's St. Thomas Assembly Plant in Ontario, Canada

The Problem: The solder joints on the lighting control module could crack and interrupt power to the headlights, increasing the risk of a crash. Ford said it is aware of 11 accidents and one minor injury related to this issue.

The Fix: Dealers will replace the lighting control module for free.

What Owners Should Do: Ford did not immediately announce an owner-notification schedule. Owners can call the automaker at 866-436-7332, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
34,https://www.cars.com/articles/recall-alert-2014-mercedes-benz-e350-1420683006347/,Recall Alert: 2014 Mercedes-Benz E350,"
CARS.COM

Vehicles Affected: Approximately 800 model-year 2014 Mercedes-Benz E350 and E350 4Matic luxury sedans manufactured between June 4, 2014, and July 9, 2014

The Problem: The fuel feed line has a single flare fitting instead of a double flare fitting, so the connection between the fuel hose and the fuel feed line could develop a leak or completely disconnect; this could result in a fire in the presence of an ignition source or a crash if the vehicle were to stall.

The Fix: Dealers will install the correct fuel line for free.

What Owners Should Do: Mercedes will begin notifying owners in early January. Owners can call the automaker at 800-367-6372, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
34,https://www.cars.com/articles/recall-alert-2016-subaru-legacy-outback-1420682934629/,"Recall Alert: 2016 Subaru Legacy, Outback","
CARS.COM

Vehicles Affected: Approximately 3,300 model-year 2016 Subaru Legacy sedans manufactured between Oct. 24 and Nov. 16, 2015, and model-year 2016 Outback wagons manufactured between Oct. 24 and Nov. 17, 2015

The Problem: Due to improper tightening of the securing nuts, the drive shaft may separate from the rear differential and strike the fuel tank, resulting in a fuel leak and increasing the risk of a fire.

The Fix: Dealers will inspect the fastening nuts, tightening or replacing them as necessary, for free.

What Owners Should Do: Subaru has already notified owners. For more info, owners can call the automaker at 856-488-8500, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
35,https://www.cars.com/articles/recall-alert-2014-2016-kia-soul-soul-ev-1420682695976/,"Recall Alert: 2014-2016 Kia Soul, Soul EV","
Vehicles Affected: Approximately 260,000 model-year 2014-16 Kia Soul hatchbacks and Soul EVs manufactured between Jan. 18, 2014, and Sept. 30, 2015

The Problem: The adhesive used to secure the steering pinion gear to the steering gear assembly may have insufficient strength, and may separate from the assembly; this would cause a loss of steering, increasing the risk of a crash.

The Fix: Kia will inspect and, if necessary, replace the pinion plug that secures the pinion gear; dealers will also install a set bolt for additional reinforcement. The repairs will be done free of charge.

What Owners Should Do: Kia will begin notifying owners Dec. 22. Owners can call the automaker at 800-333-4542, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
35,https://www.cars.com/articles/recall-alert-2015-2016-volkswagen-sedans-hatchbacks-convertibles-and-wagons-1420682639395/,"Recall Alert: 2015-2016 Volkswagen Sedans, Hatchbacks, Convertibles and Wagons","
Vehicles Affected: Approximately 92,000 model-year 2015-16 Volkswagen Jetta sedans, Beetle hatchbacks, Beetle convertibles, Passat sedans, Golf and Golf GTI hatchbacks, and Golf SportWagen wagons

The Problem: The camshaft lobe that drives the brake vacuum pump may shear off, resulting in a loss of brake assist, lengthening the distance needed to stop the vehicle and increasing the risk of a crash.

The Fix: Dealers will make the necessary repairs for free once the automaker has determined a remedy.

What Owners Should Do: Volkswagen will send owners an interim notification by Dec. 22 and a second notification when the remedy plan has been finalized, likely in March 2016. Owners can call the automaker at 800-822-8987, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
35,https://www.cars.com/articles/recall-alert-2015-2016-honda-fit-1420682656942/,Recall Alert: 2015-2016 Honda Fit,"
Vehicles Affected: Approximately 25,000 model-year 2015-16 Honda Fit LX hatchbacks manufactured between April 11, 2014, and July 2, 2015, and not equipped with a sunroof

The Problem: The rear grab-handle brackets were not manufactured properly and could puncture the side curtain airbags upon deployment, putting passenger seat occupants at higher risk of an injury. Honda discovered the problem during testing; related incidents or injuries have been reported.

The Fix: Dealers will replace the rear grab-handle bracket for free.

What Owners Should Do: Honda will begin notifying owners on Dec. 4. Owners can call the automaker at 888-234-2138 or the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236, or go to www.safercar.gov, for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
35,https://www.cars.com/articles/recall-alert-2013-2015-toyota-avalon-avalon-hybrid-and-lexus-es-350-es-300h-1420682662342/,"Recall Alert: 2013-2015 Toyota Avalon, Avalon Hybrid and Lexus ES 350, ES 300h","
Vehicles Affected: Approximately 31,000 model-year 2013-15 Toyota Avalon and Avalon Hybrid sedans as well as Lexus ES 350 and ES 300h sedans.

The Problem: In the affected vehicles, the precollision system could activate unnecessarily and apply the brakes automatically. This could increase the risk of a crash.

The Fix: Toyota dealers will disable the system as an interim remedy, the automaker said in a statement. When the parts are available, Toyota dealers will replace the system's components for free as the permanent remedy.

What Owners Should Do: Toyota has not yet released an owner notification schedule. Owners can call Toyota at 800-331-4331 or Lexus at 800-255-3987 for more information. Customers can also visit www.toyota.com/recall and enter their vehicle identification number to see if their car is affected. 

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
	 
"
35,https://www.cars.com/articles/recall-alert-2008-2009-mercedes-benz-c-class-2010-glk-class-1420682637927/,"Recall Alert: 2008-2009 Mercedes-Benz C-Class, 2010 GLK-Class","
Vehicles Affected: Approximately 126,000 model-year 2008-09 Mercedes-Benz C300 and C300 4Matic sedans, C63 AMG sedans, C350 coupes, and model-year 2010 GLK350 and GLK350 4Matic SUVs

The Problem: The airbag control unit may corrode and cause it to malfunction, which could cause the airbags to unexpectedly deploy, increasing the risk of an injury and the possibility of a crash. Alternatively, a malfunction may cause the airbags to not deploy in a crash, also increasing the risk of an injury.

The Fix: Dealers will inspect the airbag control unit and replace it as necessary for free.

What Owners Should Do: Mercedes-Benz did not immediately provide an owner-notification schedule. Owners can call the automaker at 800-367-6372, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
35,https://www.cars.com/articles/recall-alert-2015-2016-porsche-macan-1420682699719/,Recall Alert: 2015-2016 Porsche Macan,"
Vehicles Affected: Approximately 22,000 model-year 2015-16 Porsche Macan S SUVs manufactured between March 27, 2014, and Oct. 27, 2015; and Macan Turbo SUVs manufactured between March 5, 2014, and Oct. 27, 2015

The Problem: A low-pressure fuel line in the engine compartment may leak, which in the presence of an ignition source increases the risk of a fire.

The Fix: Dealers will install an improved low-pressure fuel line for free.

What Owners Should Do: Porsche began notifying owners on Nov. 9. Parts are currently not available; Porsche will send a second notification when parts become available. Owners can call the automaker at 800-767-7243 or the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236, or go to www.safercar.gov, for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
35,https://www.cars.com/articles/recall-alert-2011-2012--hyundai-sonata-1420682778721/,Recall Alert: 2011-2012  Hyundai Sonata,"
Vehicles Affected: Approximately 305,000 model-year 2011-12 Hyundai Sonata sedans manufactured between Dec. 11, 2009, and June 30, 2011

The Problem: The brake pedal stopper pad can deteriorate, allowing the stop lamp switch plunger to remain extended when the brake pedal is released. If the plunger does not retract when the brake pedal is not being pressed, the brake lights may stay illuminated, preventing accurate communication to following vehicles that the vehicle is slowing or stopping. In addition, if the plunger is not retracted, the transmission can be shifted out of Park without depressing the brake pedal. Either condition increases the risk of a crash.

The Fix: Dealers will replace the brake pedal stopper pad with an improved part for free.

What Owners Should Do: Hyundai will begin notifying owners Jan. 11, 2016. Owners can call the automaker at 855-671-3059, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
35,https://www.cars.com/articles/recall-alert-all-tesla-model-s-sedans-1420682779462/,Recall Alert: All Tesla Model S Sedans,"
	In an email sent to all 90,000 Model S owners, Tesla explained that it discovered the problem in just one car in Europe, and that car remains the only one of which the automaker is aware, and that it was not involved in a crash or injury. The email also notes that the automaker has since inspected more than 3,000 Model S cars and has not encountered the problem again. The voluntary recall, Tesla stated, is being conducted as ""a proactive and precautionary measure,"" and that the automaker has ""no concerns"" about the Model S' rear seat belts.
"
35,https://www.cars.com/articles/recall-alert-2010-2011-ford-fusion-mercury-milan-1420682787244/,"Recall Alert: 2010-2011 Ford Fusion, Mercury Milan","
Vehicles Affected: Approximately 411,000 model-year 2010-11 Ford Fusion and Mercury Milan sedans manufactured between July 21, 2008, and March 4, 2011, at the Hermosillo Stamping and Assembly Plant in Mexico

The Problem: A canister purge valve may not work properly, causing internal pressure changes inside the fuel tank. Repeated pressure changes inside the tank could result in a crack on the top of the tank, possibly allowing fuel to leak, which in the presence of an ignition source could cause a fire. Ford said it is not aware of any injuries, accidents or fires related to this issue.

The Fix: Dealers will update the control module software, inspect the canister purge valve and fuel tank for leaks, and replace the parts if necessary for free.

What Owners Should Do: Mercury manufacturer Ford did not immediately announce an owner-notification schedule. Owners can call the automaker at 866-436-7332 for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
35,https://www.cars.com/articles/recall-alert-2016-bmw-5-series-1420682716863/,Recall Alert: 2016 BMW 5 Series,"
Vehicles Affected: Approximately 7,000 model-year 2016 BMW 528i, 528i xDrive, 535i, 535i xDrive, 535d, 535d xDrive, M5, 550i and 550i xDrive sedans

The Problem: An inboard lower anchor for child restraints on the left rear seat may have been bent downward, preventing the child seat from fully engaging both lower anchors, increasing the child's risk of injury in a crash.

The Fix: Dealers will inspect and, if necessary, repair the inboard lower anchor on the left rear seat for free.

What Owners Should Do: BMW will begin notifying owners on Dec. 24. Owners can call the automaker at 800-525-7417, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
36,https://www.cars.com/articles/recall-alert-2012-2015-dodge-journey-1420682599797/,Recall Alert: 2012-2015 Dodge Journey,"
Vehicles Affected: Approximately 276,000 model-year 2012-15 Dodge Journey SUVs manufactured between April 21, 2012, and April 14, 2015

The Problem: Water may enter the wiring harness for the antilock brake system module and leak into the module, disabling the ABS or electronic stability control system; this could cause a loss of stability, increasing the risk of a crash. Fiat Chrysler Automobiles noted that it is unaware of any related injuries or accidents. The condition, FCA stated, is typically preceded by the illumination of an instrument-cluster warning light; foundation brake function is unaffected.

The Fix: Dealers will seal the ABS wiring harness to prevent water from entering, replace the ABS module, and repair the headlamp and dash wiring harness, as necessary, for free.

What Owners Should Do: FCA did not immediately announce an owner-notification schedule. Owners can call the automaker at 800-853-1403, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
36,https://www.cars.com/articles/gm-to-owners-of-12-million-recalled-cars-park-outdoors-1420682599844/,GM to Owners of 1.2 Million Recalled Cars: Park Outdoors,"
	The recall affects certain 1997-2004 Buick Regal, 2000-04 Chevrolet Impala, 1998-99 Chevrolet Lumina, 1998-2004 Chevrolet Monte Carlo, 1998-99 Oldsmobile Intrigue and 1997-2004 Pontiac Grand Prix sedans and coupes, all with a 3.8-liter V-6 engine. In total, the recall involves 1.41 million cars worldwide, with about 1.2 million in the U.S., according to GM.

	The condition stems from oil seepage through aging valve covers and gaskets. The automaker has documented nearly 1,350 fires in cars that were fixed in the earlier recalls, GM said in the Wednesday memo. The vast majority (about 85 percent) occurred when the car was empty. Some of the recalled cars were also built after 2004, but GM says it made material changes to the valve covers to reduce the chance of fire.

	GM claims the defect caused 19 reported injuries but no deaths during the past six years. The automaker says the cars are still safe to drive.
"
36,https://www.cars.com/articles/recall-alert-2008-2009-honda-accord-1420682602972/,Recall Alert: 2008-2009 Honda Accord,"
Vehicles Affected: Approximately 304,000 model-year 2008-09 Honda Accord sedans manufactured between Jan. 22, 2007, and June 30, 2008

The Problem: The suplemental restrain system threshold setting for the side impact sensor is such that with the vehicle ignition on, if there is a strong, nonvehicular collision impact to the lower body of the vehicle (for example, from road debris) or if a door is shut with excessive force, the SRS control unit may command the side seat airbag or side curtain airbag to deploy, increasing the risk of an injury or a crash. Honda noted in a statement that it has received 19 injury claims related to this issue.

The Fix: Dealers will update the side SRS software to adjust the deployment threshold for free.

What Owners Should Do: Honda will begin notifying owners mid-December, and urged owners to take their vehicle to a dealer immediately upon receipt. Owners can call the automaker at 888-234-2138, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236, or go to www.safercar.gov or www.honda.com/recalls for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
36,https://www.cars.com/articles/recall-alert-2015-2016-macan-s-and-macan-turbo-1420682605397/,Recall Alert: 2015-2016 Porsche Macan,"
Vehicles Affected: Approximately 22,000 model-year 2015-16 Porsche Macan S and Macan Turbo luxury SUVs

The Problem: A possible leak in the low-pressure fuel line inside the engine compartment, in the presence of an ignition source, could result in an under-hood fire. Porsche said it has received no reports of accidents or injuries resutling from this problem.

The Fix: Dealers will replace the fuel line for free.

What Owners Should Do: Porsche did not immediately announce an owner-notification schedule. Owners can call the automaker at 800-767-7243 for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
36,https://www.cars.com/articles/recall-alert-2016-honda-cr-v-1420682609623/,Recall Alert: 2016 Honda CR-V,"
	""Takata's preliminary analysis suggests that the rupture occurred as a result of a structural failure in the inflator casing, not as a result of a problem with the inflator propellant,"" Honda stated. ""As such, the defect in the airbag inflators of the affected CR-V vehicles does not appear to be similar to the defect in other Takata airbag inflators that have led to inflator ruptures in vehicles produced by Honda or other manufacturers.""
"
36,https://www.cars.com/articles/recall-alert-2015-2016-hyundai-sonata-1420682610583/,Recall Alert: 2015-2016 Hyundai Sonata,"
Vehicles Affected: Approximately 65,000 model-year 2015-16 Hyundai Sonata sedans manufactured between May 28, 2014, and Aug. 21, 2015

The Problem: The antilock braking system warning light will not illuminate in the event of a malfunction, although the brake system warning light will illuminate. If the driver is alerted that there is a brake system malfunction but not specifically in the ABS, the driver may operate the vehicle unaware that the vehicle's brakes may lock up during hard braking, increasing the risk of a crash.

The Fix: Dealers will update the ABS control unit software for free.

What Owners Should Do: Hyundai will begin notifying owners Dec. 11. Owners can call the automaker at 855-671-3059, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
36,https://www.cars.com/articles/recall-alert-2012-2015-bentley-continental-gt-continental-gtc-and-flying-spur-1420682620436/,"Recall Alert: 2012-2015 Bentley Continental GT, Continental GTC and Flying Spur","
Vehicles Affected: Approximately 8,000 model-year 2012-14 Bentley Continental GT coupes manufactured between Feb. 1, 2011, and April 30, 2014; model-year 2012-15 Continental GTC convertibles manufactured between Feb. 1, 2011, and June 30, 2014; model-year 2012-13 Continental Flying Spur sedans manufactured between March 31, 2011, and Aug. 30, 2012; and model-year 2014 Flying Spur sedans manufactured between Feb. 28, 2013, and April 28, 2014

The Problem: A battery cable connection may be loose at the firewall, which could cause the cable to overheat, increasing the risk of a fire.

The Fix: Dealers will replace the battery-cable securing nut for free.

What Owners Should Do: Bentley will begin notifying owners this month. Owners can call the automaker at 800-777-6923 or the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236, or go to www.safercar.gov, for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
36,https://www.cars.com/articles/recall-alert-2013-2015-nissan-sedans-suvs-and-infiniti-suvs-hybrid-suvs-1420682621646/,"Recall Alert: 2013-2015 Nissan Sedans, SUVs and Infiniti SUVs, Hybrid SUVs","
Vehicles Affected: Approximately 900 model-year 2013-15 Nissan Altima sedans and Pathfinder SUVs; model-year 2013-14 Sentra sedans; model-year 2013 Infiniti JX35 SUVs; model-year 2014-15 QX60 SUVs; and model-year 2014 QX60 Hybrid SUVs

The Problem: An incorrect occupant classification system control unit, installed during a repair, may incorrectly classify the front passenger seat as empty when it is actually occupied by an adult; this would cause the passenger airbag to be deactivated. Failure of the passenger airbag to deploy during a crash increases the risk of an injury.

The Fix: Dealers will update the occupant classification system software for free.

What Owners Should Do: Nissan will begin notifying owners this month. Owners can call the automaker at 800-647-7261, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
36,https://www.cars.com/articles/recall-alert-2016-honda-pilot-1420682621719/,Recall Alert: 2016 Honda Pilot,"
Vehicles Affected: Approximately 35,000 model-year 2016 Honda Pilot two-wheel-drive SUVs manufactured between May 4 and Sept. 8, 2015, and model-year 2016 Pilot four-wheel-drive SUVs manufactured between May 7 and Sept. 4, 2015

The Problem: When a safety system such as tire pressure monitoring, antilock braking or electronic stability control malfunctions, the instrument panel may not illuminate the corresponding warning light, but the warning lamps will illuminate when the ignition is turned off and then turned back on. If a safety system does not immediately warn the driver when necessary, it increases the risk of a crash.

The Fix: Dealers will update the instrument cluster software for free.

What Owners Should Do: Honda will begin notifying owners Nov. 27. Owners can call the automaker at 888-234-2138, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
36,https://www.cars.com/articles/recall-alert-2003-jeep-liberty-2004-grand-cherokee-1420682599742/,"Recall Alert: 2003 Jeep Liberty, 2004 Grand Cherokee","
Vehicles Affected: Approximately 284,000 model-year 2003 Jeep Liberty SUVs manufactured between March 29 and July 3, 2003, and model-year 2004 Grand Cherokee SUVs manufactured between May 27, 2003, and May 20, 2004

The Problem: Due to electrical noise beyond the tolerance of the airbag electronic control module, a component in the module may fail, causing the front and side airbags, as well as the seat belt pretensioners, to deploy inadvertently while the vehicle is being operated. This increases the risk of an injury and a crash. Fiat Chrysler Automobiles noted that it is aware of seven injuries caused by inadvertent airbag deployment but no related crashes, and that these recalled vehicles are not equipped with Takata Corp. airbags.

The Fix: Dealers will replace the airbag electronic control module and the front or side airbag impact sensors, as necessary, for free.

What Owners Should Do: FCA will begin notifying owners by the end of December; owners will be mailed a follow-up notification when new modules are available. Owners can call the automaker at 800-853-1403, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
37,https://www.cars.com/articles/recall-alert-2016-nissan-maxima-2013-2016-altima-1420682565844/,"Recall Alert: 2016 Nissan Maxima, 2013-2016 Altima","
Vehicles Affected: Approximately 47,000 model-year 2016 Nissan Maxima sedans manufactured between March 19 and June 2, 2015, and model-year 2013-16 Altima sedans equipped with a 3.5-liter six-cylinder engine manufactured between March 30, 2012, and Aug. 18, 2015. This latest action is an expansion of a previous recall of model-year 2016 Nissan Maxima sedans for the same problem; the approximately 5,500 cars from that original recall are included in the total for this one.

The Problem: Due to an improperly installed O-ring that may not have been seated correctly at the time of assembly, during a crash, fuel may leak from the area where the fuel-sending unit attaches to the fuel tank, increasing the risk of a fire.

The Fix: Dealers will install a retainer ring between the fuel tank and the fuel-sending unit for free.

What Owners Should Do: Nissan did not immediately announce an owner-notification schedule. Owners can call the automaker at 800-647-7261, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
37,https://www.cars.com/articles/recall-alert-2014-maserati-quattroporte-1420682566855/,Recall Alert: 2014 Maserati Quattroporte,"
Vehicles Affected: Approximately 1,000 model-year 2014 Maserati Quattroporte GTS luxury sedans equipped with a V-8 engine, manufactured between Oct. 1 and Dec. 31, 2013

The Problem: The battery positive cable for the alternator and starter motor may not have its insulating cap installed properly at the starter motor, and the cable may not be adequately secured in the engine bay. This could result in the cable shorting to ground, causing the wiring harness to overheat and resulting in a fire and engine stalling. This could increase the risk of a crash.

The Fix: Dealers will inspect vehicles to verify that the starter motor cable has a properly installed protective cap and that the cable is adequately secured. If not, the starter motor cable assembly will be replaced for free.

What Owners Should Do: Maserati will begin notifying owners on Nov. 11. Owners can call the automaker at 201-816-2600, or the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236, or go to www.safercar.gov, for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
37,https://www.cars.com/articles/recall-alert-oil-leak-affects-14-million-general-motors-cars-1420682571745/,Recall Alert: Oil Leak Affects 1.4 Million General Motors Cars,"
Vehicles Affected: The Detroit News is reporting that General Motors is recalling approximately 1.4 million vehicles worldwide. Affected cars include the 1997-2004 Pontiac Grand Prix, 2000-2004 Chevrolet Impala, 1998-1999 Chevrolet Lumina, 1998-2004 Chevrolet Monte Carlo, 1998-1999 Oldsmobile Intrigue and 1997-2004 Buick Regal.

The Problem: During hard braking, drops of engine oil could drip onto the exhaust manifold, increasing the risk of a fire. This is an expansion of previous recalls and the vehicles involved are being recalled again. According to the Detroit News, GM said that this recall is not related to any crashes or fatalities but 19 related injuries have been reported along with over 1,300 vehicle fires.

The Fix: Dealers will inspect and replace the affected parts for free.

What Owners Should Do: GM has not yet released an owner notification schedule, but in prior related recalls, the automaker directed owners of affected cars to park outside to decrease the risk of a fire in the garage. Owners can call GM at 866-636-2273 for more information.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
37,https://www.cars.com/articles/recall-alert-2015-jeep-cherokee-1420682580398/,Recall Alert: 2015 Jeep Cherokee,"
Vehicles Affected: Approximately 75,000 model-year 2015 Jeep Cherokee SUVs

The Problem: The air-conditioning lines may have been installed in close proximity to their engines' exhaust manifolds; under certain operating conditions this could increase the risk of a fire. Fiat Chrysler Automobiles said it launched an investigation after the National Highway Traffic Safety Administration received two customer complaints about smoke and fire.

The Fix: Dealers will inspect the air-conditioning lines and replace them, as necessary, for free. Owners who observe air-conditioning loss or any other concern, such as a dashboard warning light, should contact their dealers, the automaker said.

What Owners Should Do: FCA did not immediately announce an owner-notification schedule. Owners can call the automaker at 800-853-1403 for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
37,https://www.cars.com/articles/recall-alert-2009-2010-ford-edge-lincoln-mkx-1420682584903/,"Recall Alert: 2009-2010 Ford Edge, Lincoln MKX","
Vehicles Affected: Approximately 111,000 model-year 2009-10 Ford Edge and Lincoln MKX SUVs manufactured between Sept. 11, 2008, and July 1, 2010, at the automaker's Oakville Assembly Plant in Ontario, and currently registered or originally sold in Connecticut, Delaware, the District of Columbia, Illinois, Indiana, Iowa, Kentucky, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, West Virginia and Wisconsin

The Problem: Corrosion under the reinforcement brackets where the fuel tank is mounted to the vehicle could result in a fuel odor, fuel leak or a check engine light, increasing the risk of a fire in the presence of an ignition source.

The Fix: Dealers will inspect the fuel tank and either repair or replace it for free.

What Owners Should Do: Ford did not immediately announce an owner-notification schedule. Owners can call the automaker at 866-436-7332, the National Highway Traffic Safety Administration's vehicle-safety hotline at 888-327-4236 or go to www.safercar.gov for more info.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
37,https://www.cars.com/articles/recall-alert-2016-ford-mustang-1420682584957/,Recall Alert: 2016 Ford Mustang,"
Vehicles Affected: Approximately 1,900 model-year 2016 Ford Mustang vehicles built at the Flat Rock Assembly Plant from Sept. 26 through Oct. 1, 2015

The Problem: Ford is reporting that some seat belt and child safety restraint parts could have been damaged during shipment from the supplier. If damaged, the parts do not conform to federal safety standards, increasing the risk of an injury in a crash. The automaker said it is not aware of any accidents or injuries related to the recall.

The Fix: Dealers will replace front and rear seat belt assemblies, rear seat buckle assemblies and components of the Latch child safety restraint system for free.

What Owners Should Do: Ford has not yet released an owner notification schedule. Owners can call Ford at 866-436-7332 for more information.

Need to Find a Dealer for Service? Go to Cars.com Service & Repair to find your local dealer.

More Recalls
"
